,Year-Quarter,Year,Quarter,Ticker,Security,Sector,Sub_Sector,Price,Stock_Price_Prev_Quarter,Stock_Price_Change_Ratio,EPS,PE_Ratio,Total_Debt,Total_Equity,Debt_to_Equity_Ratio,Net_Income,Return_on_Equity,Dividends,Dividend_Yield_Percent,Total_Return,Total_Return_Annualized,Date_Added,Founded,Dividend_Payer,Industry_PE,PE_vs_Industry,Year-Quarter_After_3Y,Year-Quarter_After_5Y,PE_ratio_After_3Y,PE_ratio_After_5Y,Price_After_3Y,Price_After_5Y,Price_Change_After_3Y,Price_Change_After_5Y,Dividends_After_3Y,Dividends_After_5Y,Dividend_Yield_After_3Y,Dividend_Yield_After_5Y,Total_Return_After_3Y,Total_Return_After_5Y,CAGR_3Y,CAGR_5Y,PE_Category,D/E_Category,ROE_Segment,Value_Investing,Investment_Type
3533,2015-04-01,2015,2,DE,Deere & Company,Industrials,Agricultural & Farm Machinery,76.36,71.38,0.06976744186046524,7.31,10.45,51420000000.0,8180000000.0,6.29,2580000000.0,0.2838,0.6,0.008405715886803026,0.07817315774726827,0.3513071093699467,1957-03-04,1837,1,17.015454545454546,0.6141475663835015,2018-Q2,2020-Q2,22.12,13.84,122.77,136.74,0.607778941854374,0.7907281299109483,7.289999999999999,13.299999999999999,0.09546883184913567,0.17417496071241487,0.7032477737035097,0.9649030906233633,19.424274046279777,14.463817794370982,1_Moderately Undervalued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
3534,2015-07-01,2015,3,DE,Deere & Company,Industrials,Agricultural & Farm Machinery,80.28,76.36,0.05133577789418542,6.51,12.33,51210000000.0,7730000000.0,6.63,2240000000.0,0.2695,0.6,0.00785751702462022,0.059193294918805636,0.25863815039041516,1957-03-04,1837,1,15.3775,0.8018208421394896,2018-Q3,2020-Q3,20.75,19.47,132.0,167.02,0.6442451420029895,1.0804683607374193,7.38,13.46,0.09192825112107623,0.16766317887394122,0.7361733931240657,1.2481315396113604,20.188901394400638,17.588362809246625,1_Moderately Undervalued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
3535,2015-10-01,2015,4,DE,Deere & Company,Industrials,Agricultural & Farm Machinery,66.75,80.28,-0.1685351270553065,5.76,11.59,51190000000.0,6760000000.0,7.58,1940000000.0,0.2511,0.6,0.007473841554559043,-0.16106128550074744,-0.5046399882432386,1957-03-04,1837,1,15.837272727272728,0.7318179209000631,2018-Q4,2020-Q4,17.2,24.68,124.04,214.75,0.8582771535580525,2.2172284644194757,7.539999999999999,13.620000000000001,0.11295880149812733,0.20404494382022473,0.97123595505618,2.4212734082397005,25.385178919677777,27.890285350467494,1_Moderately Undervalued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
3536,2016-01-01,2016,1,DE,Deere & Company,Industrials,Agricultural & Farm Machinery,66.41,66.75,-0.005093632958801497,5.44,12.21,49370000000.0,6600000000.0,7.48,1810000000.0,0.247,0.6,0.00898876404494382,0.003895131086142322,0.015671793240264797,1957-03-04,1837,1,17.713409090909092,0.6893083052130512,2019-Q1,2021-Q1,14.5,23.45,150.98,275.32,1.273452793254028,3.145761180545099,7.699999999999999,13.919999999999998,0.11594639361541936,0.2096069868995633,1.389399186869447,3.355368167444662,33.68917313314628,34.216211077752455,1_Moderately Undervalued,Extremely Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
3537,2016-04-01,2016,2,DE,Deere & Company,Industrials,Agricultural & Farm Machinery,73.07,66.41,0.10028610149073924,4.97,14.7,51940000000.0,7180000000.0,7.24,1610000000.0,0.2281,0.6,0.009034783918084627,0.10932088540882387,0.5143587053819936,1957-03-04,1837,1,17.676363636363636,0.8316190084344784,2019-Q2,2021-Q2,14.93,27.79,153.21,354.38,1.0967565348296158,3.849869987683044,7.86,14.219999999999999,0.10756808539756399,0.19460791022307378,1.20432462022718,4.044477897906118,30.144309573436523,38.21756724040382,1_Moderately Undervalued,Extremely Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
3538,2016-07-01,2016,3,DE,Deere & Company,Industrials,Agricultural & Farm Machinery,68.01,73.07,-0.06924866566306265,4.99,13.63,51100000000.0,7440000000.0,6.87,1590000000.0,0.2273,0.6,0.008211304228821678,-0.06103736143424097,-0.22269180228307117,1957-03-04,1837,1,18.372954545454544,0.7418512883314161,2019-Q3,2021-Q3,14.96,21.71,153.94,346.43,1.2634906631377736,4.093809733862667,8.02,14.67,0.11792383473018672,0.21570357300397,1.3814144978679606,4.309513306866637,33.540089945964894,39.64035451435273,1_Moderately Undervalued,Extremely Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
3539,2016-10-01,2016,4,DE,Deere & Company,Industrials,Agricultural & Farm Machinery,77.83,68.01,0.14439053080429343,4.81,16.18,51390000000.0,6530000000.0,7.87,1520000000.0,0.2196999999999999,0.6,0.008822232024702248,0.15321276282899568,0.7686331491603176,1957-03-04,1837,1,18.33090909090909,0.8826621702043247,2019-Q4,2021-Q4,13.04,18.79,162.57,328.94,1.0887832455351405,3.2263908518566105,8.18,15.120000000000001,0.10510086085057176,0.19426956186560454,1.1938841063857124,3.4206604137222154,29.938513455346172,34.61623222268988,2_Fairly Valued,Extremely Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
3540,2017-01-01,2017,1,DE,Deere & Company,Industrials,Agricultural & Farm Machinery,94.91,77.83,0.21945265321855323,4.62,20.54,49460000000.0,6840000000.0,7.24,1470000000.0,0.21,0.6,0.0077091095978414495,0.2271617628163947,1.2678130937385141,1957-03-04,1837,1,18.67818181818182,1.0996787695901877,2020-Q1,2022-Q1,14.05,20.11,148.69,362.81,0.566642081972395,2.822674112316932,8.34,15.57,0.08787272152565588,0.1640501527763144,0.6545148034980508,2.986724265093246,18.274254442762782,31.863087380617493,2_Fairly Valued,Extremely Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
3541,2017-04-01,2017,2,DE,Deere & Company,Industrials,Agricultural & Farm Machinery,99.5,94.91,0.04836160573174597,5.55,17.93,51280000000.0,7690000000.0,6.66,1780000000.0,0.2501,0.6,0.006321778527025603,0.054683384258771575,0.23733818673243312,1957-03-04,1837,1,32.27886363636364,0.5554718469023495,2020-Q2,2022-Q2,13.84,19.03,136.74,364.83,0.37427135678391976,2.6666331658291456,8.5,16.1,0.08542713567839195,0.16180904522613065,0.45969849246231176,2.8284422110552763,13.436909633777061,30.798998648033795,2_Fairly Valued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
3542,2017-07-01,2017,3,DE,Deere & Company,Industrials,Agricultural & Farm Machinery,114.91,99.5,0.15487437185929642,5.97,19.25,53780000000.0,8580000000.0,6.27,1940000000.0,0.2612,0.6,0.006030150753768844,0.16090452261306526,0.816293431854973,1957-03-04,1837,1,20.920227272727274,0.9201620875837868,2020-Q3,2022-Q3,19.47,16.64,167.02,332.87,0.4534853363501872,1.8967887912279178,8.66,16.63,0.07536332782177356,0.14472195631363677,0.5288486641719607,2.041510747541554,15.200624317743872,24.915943070777715,2_Fairly Valued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
3543,2017-10-01,2017,4,DE,Deere & Company,Industrials,Agricultural & Farm Machinery,119.61,114.91,0.0409015751457662,6.64,18.01,56230000000.0,9560000000.0,5.88,2160000000.0,0.2644,0.6,0.005221477678182926,0.04612305282394913,0.1976532297882072,1957-03-04,1837,1,23.850227272727274,0.7551290725264673,2020-Q4,2022-Q4,24.68,16.51,214.75,385.2,0.7954184432739737,2.220466516177577,8.82,17.23,0.07373965387509406,0.14405150071064293,0.8691580971490678,2.36451801688822,23.182404958935177,27.463127884826434,2_Fairly Valued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
3544,2018-01-01,2018,1,DE,Deere & Company,Industrials,Agricultural & Farm Machinery,150.37,119.61,0.25716913301563427,4.37,34.41,57310000000.0,9270000000.0,6.19,1430000000.0,0.1624,0.6,0.005016302984700276,0.26218543600033456,1.5380060830371884,1957-03-04,1837,1,24.06311111111111,1.4299896568283403,2021-Q1,2023-Q1,23.45,15.31,275.32,412.65,0.8309503225377401,1.744230897120436,9.12,17.88,0.06065039569062977,0.11890669681452416,0.8916007182283698,1.8631375939349604,23.673453994002315,23.41514104512916,3_Expensive,Extremely Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
3545,2018-04-01,2018,2,DE,Deere & Company,Industrials,Agricultural & Farm Machinery,122.77,150.37,-0.18354725011637962,5.55,22.12,59450000000.0,10420000000.0,5.71,1830000000.0,0.193,0.69,0.004588681252909489,-0.17895856886347014,-0.5455770134577129,1957-03-04,1837,1,18.83866666666667,1.1741807629697785,2021-Q2,2023-Q2,27.79,12.42,354.38,370.05,1.8865357986478783,2.0141728435285495,9.33,18.439999999999998,0.07599576443756619,0.15019956015313185,1.9625315630854443,2.164372403681681,43.622008325667004,25.909215410152875,2_Fairly Valued,Extremely Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
3546,2018-07-01,2018,3,DE,Deere & Company,Industrials,Agricultural & Farm Machinery,132.0,122.77,0.07518123320029324,6.36,20.75,59020000000.0,10370000000.0,5.69,2090000000.0,0.2114,0.69,0.005620265537183351,0.08080149873747659,0.36453208830878614,1957-03-04,1837,1,19.154222222222224,1.0833120634846973,2021-Q3,2023-Q3,21.71,12.47,346.43,421.85,1.624469696969697,2.1958333333333333,9.69,19.1,0.07340909090909091,0.1446969696969697,1.6978787878787878,2.3405303030303033,39.211189549054225,27.280854752744045,2_Fairly Valued,Extremely Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
3547,2018-10-01,2018,4,DE,Deere & Company,Industrials,Agricultural & Farm Machinery,124.04,132.0,-0.0603030303030303,7.21,17.2,58820000000.0,11290000000.0,5.21,2370000000.0,0.2291,0.76,0.005757575757575757,-0.05454545454545454,-0.20097086264599417,1957-03-04,1837,1,15.478,1.1112546840677089,2021-Q4,2023-Q4,18.79,10.39,328.94,360.03,1.6518864882296032,1.9025314414704928,9.98,19.81,0.08045791680103193,0.15970654627539502,1.7323444050306351,2.062237987745888,39.80149426788899,25.085735904593843,2_Fairly Valued,Extremely Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
3548,2019-01-01,2019,1,DE,Deere & Company,Industrials,Agricultural & Farm Machinery,150.98,124.04,0.21718800386971937,10.41,14.5,58590000000.0,11330000000.0,5.17,3400000000.0,0.3134,0.76,0.006127055788455337,0.22331505965817472,1.239511457413216,1957-03-04,1837,1,16.654444444444444,0.8706384682100207,2022-Q1,2024-Q1,20.11,11.34,362.81,389.26,1.4030335143727646,1.578222281096834,10.270000000000001,20.520000000000003,0.06802225460325872,0.1359120413299775,1.4710557689760235,1.7141343224268115,35.195068141992934,22.10298115587175,1_Moderately Undervalued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
3549,2019-04-01,2019,2,DE,Deere & Company,Industrials,Agricultural & Farm Machinery,153.21,150.98,0.014770168234203407,10.26,14.93,60810000000.0,11920000000.0,5.1,3330000000.0,0.2964,0.76,0.005033779308517685,0.019803947542721093,0.08160019016134012,1957-03-04,1837,1,18.546666666666667,0.8049964054636951,2022-Q2,2024-Q2,19.03,11.69,364.83,388.51,1.3812414333268062,1.5358005352131059,10.64,21.23,0.06944716402323609,0.13856797859147574,1.4506885973500423,1.6743685138045818,34.82260370933348,21.743070260278753,1_Moderately Undervalued,Extremely Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
3550,2019-07-01,2019,3,DE,Deere & Company,Industrials,Agricultural & Farm Machinery,153.94,153.21,0.004764702042947544,10.29,14.96,61260000000.0,12270000000.0,4.99,3320000000.0,0.2834,0.76,0.004960511715945434,0.009725213758892978,0.03947202191125876,1957-03-04,1837,1,17.548222222222222,0.8525080096749276,2022-Q3,2024-Q3,16.64,12.65,332.87,370.67,1.1623359750552162,1.4078861894244512,11.01,21.939999999999998,0.0715213719631025,0.14252306093283096,1.233857347018319,1.5504092503572822,30.722941574243713,20.592965489084094,1_Moderately Undervalued,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
3573,2014-04-01,2014,2,DFS,Discover Financial,Financials,Consumer Finance,49.34,46.12,0.06981786643538612,5.22,9.45,67560000000.0,11380000000.0,5.94,2420000000.0,0.2205,0.24,0.005203816131830009,0.07502168256721613,0.33557688862681156,2007-07-02,1985,1,14.723333333333334,0.6418383518225038,2017-Q2,2019-Q2,9.06,7.98,52.46,68.25,0.0632346980137819,0.3832590190514795,3.3200000000000003,6.32,0.06728820429671666,0.12809079854073774,0.13052290231049857,0.5113498175922171,4.174107471900723,8.610796742753358,0_Undervalued,Extremely Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
3574,2014-07-01,2014,3,DFS,Discover Financial,Financials,Consumer Finance,51.46,49.34,0.042967166599108264,5.26,9.78,69300000000.0,11300000000.0,6.13,2470000000.0,0.2216,0.24,0.004864207539521686,0.04783137413862995,0.20549549507131593,2007-07-02,1985,1,15.262291666666668,0.640794987646569,2017-Q3,2019-Q3,9.4,8.1,54.71,71.72,0.06315584920326467,0.3937038476486592,3.43,6.52,0.06665371162067625,0.12670034978624173,0.1298095608239409,0.5204041974349007,4.1521921417351,8.74062178198114,0_Undervalued,Extremely Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
3575,2014-10-01,2014,4,DFS,Discover Financial,Financials,Consumer Finance,52.54,51.46,0.020987174504469408,4.9,10.72,71990000000.0,11130000000.0,6.47,2270000000.0,0.2025,0.24,0.004663816556548775,0.02565099106101818,0.10661974790076467,2007-07-02,1985,1,14.865416666666667,0.7211368668890322,2017-Q4,2019-Q4,12.13,8.31,65.62,75.42,0.24895317853064336,0.4354777312523792,3.54,6.720000000000001,0.0673772363913209,0.12790255043776172,0.31633041492196434,0.563380281690141,9.594385371629887,9.348524191688302,1_Moderately Undervalued,Extremely Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
3576,2015-01-01,2015,1,DFS,Discover Financial,Financials,Consumer Finance,45.4,52.54,-0.13589645984012177,4.87,9.32,72970000000.0,11210000000.0,6.51,2230000000.0,0.1977,0.24,0.004567948229920061,-0.1313285116102017,-0.4305936983674291,2007-07-02,1985,1,13.619583333333333,0.6843087465965063,2018-Q1,2020-Q1,10.63,4.78,61.64,31.9,0.35770925110132157,-0.2973568281938326,3.65,6.92,0.08039647577092511,0.1524229074889868,0.4381057268722468,-0.1449339207048458,12.874785646969,-3.0830059680379107,0_Undervalued,Extremely Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
3577,2015-04-01,2015,2,DFS,Discover Financial,Financials,Consumer Finance,46.64,45.4,0.027312775330396555,5.06,9.22,73650000000.0,11260000000.0,6.54,2180000000.0,0.1943,0.28,0.00616740088105727,0.03348017621145383,0.14079760919827944,2007-07-02,1985,1,13.678125,0.6740689970299293,2018-Q2,2020-Q2,9.6,14.33,60.61,45.28,0.29952830188679247,-0.029159519725557415,3.72,7.08,0.0797598627787307,0.15180102915951973,0.37928816466552306,0.12264150943396235,11.314482055267883,2.340661365282637,0_Undervalued,Extremely Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
3578,2015-07-01,2015,3,DFS,Discover Financial,Financials,Consumer Finance,42.3,46.64,-0.09305317324185258,4.9,8.63,74310000000.0,11300000000.0,6.57,2150000000.0,0.1914999999999999,0.28,0.006003430531732419,-0.08704974271012017,-0.3053141363233596,2007-07-02,1985,1,12.928333333333335,0.6675261054531391,2018-Q3,2020-Q3,9.77,16.21,66.14,52.68,0.5635933806146574,0.24539007092198584,3.84,7.24,0.09078014184397164,0.1711583924349882,0.6543735224586291,0.41654846335697404,18.270887819263205,7.212713385561775,0_Undervalued,Extremely Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
3579,2015-10-01,2015,4,DFS,Discover Financial,Financials,Consumer Finance,43.84,42.3,0.03640661938534295,4.67,9.39,75520000000.0,11280000000.0,6.7,2250000000.0,0.1994,0.28,0.006619385342789599,0.043026004728132554,0.18353347383038,2007-07-02,1985,1,14.457500000000001,0.6494898841431782,2018-Q4,2020-Q4,6.57,23.13,51.32,83.02,0.17062043795620419,0.8937043795620436,3.96,7.4,0.09032846715328466,0.1687956204379562,0.26094890510948887,1.0625,8.035336662469629,15.578962436501453,0_Undervalued,Extremely Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
3580,2016-01-01,2016,1,DFS,Discover Financial,Financials,Consumer Finance,41.89,43.84,-0.0444799270072993,5.15,8.13,76780000000.0,11320000000.0,6.79,2240000000.0,0.198,0.28,0.006386861313868613,-0.03809306569343069,-0.1438847718072903,2007-07-02,1985,1,12.944791666666667,0.6280518226442424,2019-Q1,2021-Q1,7.65,9.86,62.27,87.53,0.48651229410360464,1.0895201718787302,4.08,7.56,0.09739794700405825,0.18047266650751967,0.5839102411076631,1.2699928383862495,16.567331781640426,17.816169170079064,0_Undervalued,Extremely Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
3581,2016-04-01,2016,2,DFS,Discover Financial,Financials,Consumer Finance,44.31,41.89,0.0577703509190739,5.34,8.3,76110000000.0,11400000000.0,6.68,2250000000.0,0.1987999999999999,0.28,0.006684172833611841,0.06445452375268573,0.2838327435134669,2007-07-02,1985,1,39.90125,0.20801353341060747,2019-Q2,2021-Q2,7.98,7.0,68.25,109.42,0.5402843601895735,1.469419995486346,4.199999999999999,7.72,0.09478672985781988,0.1742270367862785,0.6350710900473933,1.6436470322726247,17.809111313257,21.46207438552763,0_Undervalued,Extremely Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
3582,2016-07-01,2016,3,DFS,Discover Financial,Financials,Consumer Finance,47.01,44.31,0.060934326337169775,5.52,8.52,79190000000.0,11350000000.0,6.98,2280000000.0,0.2009,0.3,0.006770480704129993,0.06770480704129977,0.2995853053938844,2007-07-02,1985,1,17.027708333333333,0.5003609313251686,2019-Q3,2021-Q3,8.1,6.82,71.72,114.08,0.5256328440757285,1.4267177196341203,4.34,7.92,0.09232078281216763,0.16847479259731973,0.6179536268878962,1.5951925122314403,17.39655605288959,21.01352617599217,0_Undervalued,Extremely Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
3583,2016-10-01,2016,4,DFS,Discover Financial,Financials,Consumer Finance,60.25,47.01,0.28164220378642857,5.78,10.42,80990000000.0,11320000000.0,7.15,2340000000.0,0.2062,0.3,0.006381620931716656,0.28802382471814525,1.7522988277807636,2007-07-02,1985,1,18.170416666666664,0.5734596069618657,2019-Q4,2021-Q4,8.31,6.06,75.42,107.76,0.25178423236514536,0.7885477178423237,4.48,8.120000000000001,0.07435684647302905,0.13477178423236516,0.32614107883817445,0.9233195020746889,9.865982209137968,13.975180080034022,1_Moderately Undervalued,Extremely Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
3584,2017-01-01,2017,1,DFS,Discover Financial,Financials,Consumer Finance,57.41,60.25,-0.04713692946058101,5.86,9.8,83530000000.0,11270000000.0,7.42,2330000000.0,0.2054,0.3,0.004979253112033195,-0.04215767634854782,-0.15826363089502915,2007-07-02,1985,1,19.44625,0.5039532043453109,2020-Q1,2022-Q1,4.78,6.09,31.9,103.15,-0.4443476746211461,0.7967253091795856,4.62,8.32,0.08047378505486849,0.14492248737153807,-0.36387388956627764,0.9416477965511236,-13.996840280428014,14.191582309697637,0_Undervalued,Extremely Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
3585,2017-04-01,2017,2,DFS,Discover Financial,Financials,Consumer Finance,52.46,57.41,-0.08622191255878764,5.79,9.06,82500000000.0,11260000000.0,7.33,2260000000.0,0.1998,0.3,0.0052255704581083435,-0.0809963421006793,-0.28670536087415555,2007-07-02,1985,1,24.3875,0.3715017939518196,2020-Q2,2022-Q2,14.33,5.8,45.28,89.03,-0.13686618375905446,0.6971025543271063,4.760000000000001,8.62,0.09073579870377431,0.1643156690812047,-0.04613038505528022,0.8614182234083112,-1.5619493369716575,13.231899363004773,0_Undervalued,Extremely Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
3586,2017-07-01,2017,3,DFS,Discover Financial,Financials,Consumer Finance,54.71,52.46,0.04288982081585968,5.82,9.4,86420000000.0,11190000000.0,7.73,2220000000.0,0.1974,0.35,0.006671749904689286,0.04956157072054897,0.21347737440442605,2007-07-02,1985,1,17.016875000000002,0.5523928453373489,2020-Q3,2022-Q3,16.21,5.6,52.68,86.08,-0.037104734052275656,0.5733869493694022,4.85,8.87,0.08864924145494424,0.16212758179491865,0.05154450740266858,0.735514531164321,1.6894471927857868,11.656921793117458,0_Undervalued,Extremely Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
3587,2017-10-01,2017,4,DFS,Discover Financial,Financials,Consumer Finance,65.62,54.71,0.19941509778833866,5.41,12.13,89200000000.0,10890000000.0,8.19,2030000000.0,0.1821,0.35,0.006397367940047523,0.20581246572838618,1.1140686071529706,2007-07-02,1985,1,15.401874999999999,0.7875664488901515,2020-Q4,2022-Q4,23.13,6.01,83.02,93.14,0.26516306004266976,0.4193843340444985,4.94,9.120000000000001,0.07528192624199939,0.13898201767753735,0.340444986284669,0.5583663517220359,10.25957941893012,9.27829552826136,1_Moderately Undervalued,Extremely Leveraged,Moderate ROE (Sustainable profitability),0,Not_Value_Investing
